mag_atom_name,structure,fermi_level,gamma_avg_meV,band_number,max_split_eV,kx,ky,kz,ion1_tot,ion2_tot,overall_tot
Ag,POSCAR_B2Fe2_4_y025,6.5868,4.672,11,0.103526,0.416667,0.416667,0.416667,2.81,-2.807,0.003
Ag,POSCAR_B2Fe2_4_y050,6.3628,10.286,9,0.149594,0.25,-0.166667,0.083333,2.85,-2.846,0.005
Ag,POSCAR_B2Fe2_4_y950,7.2351,5.367,11,0.108194,-0.416667,0.166667,0.416667,2.628,-2.628,0
Ag,POSCAR_B2Fe2_4_y975,7.0253,4.918,11,0.113119,-0.416667,0.166667,0.416667,2.703,-2.7,0.003
Ag,POSCAR_B2Fe2_4_z025,6.5892,5.209,11,0.112678,-0.416667,0.166667,0.416667,2.81,-2.807,0.004
Ag,POSCAR_B2Fe2_4_z050,6.3727,5.687,10,0.155382,-0.416667,-0.166667,0.083333,2.849,-2.847,0.002
Ag,POSCAR_B2Fe2_4_z950,7.2339,5.466,11,0.124122,0.416667,0.416667,0.416667,2.63,-2.629,0.001
Ag,POSCAR_B2Fe2_4_z975,7.0174,7.223,11,0.112524,0.416667,0.416667,0.416667,2.705,-2.699,0.008
Ag,POSCAR_B2Fe2_5_x025,6.0914,1.241,12,0.00625,-0.357143,0,0.375,3.197,-3.197,0
Ag,POSCAR_B2Fe2_5_x050,5.9349,0.796,11,0.003004,0.5,0,0.5,3.23,-3.23,0
Ag,POSCAR_B2Fe2_5_x950,6.7085,13.971,12,0.065701,-0.357143,-0.071429,0.375,3.091,-3.097,-0.007
Ag,POSCAR_B2Fe2_5_y025,6.1103,2.614,11,0.015866,-0.285714,0.357143,0,3.193,-3.191,0.002
Ag,POSCAR_B2Fe2_5_y050,5.9566,13.268,11,0.072396,-0.071429,0.285714,0.125,3.204,-3.202,0.003
Ag,POSCAR_B2Fe2_5_y975,6.4991,1.114,10,0.003889,0,0.428571,0.125,3.131,-3.131,0
Ag,POSCAR_B2Fe2_5_z050,5.8863,2.309,11,0.02131,-0.214286,0.214286,0.25,3.236,-3.236,0
Ag,POSCAR_B2Fe2_5_z950,6.8133,2.238,11,0.011978,0.5,0,0.375,3.066,-3.067,-0.001
Ag,POSCAR_B2Fe2_5_z975,6.5757,0.828,10,0.003187,-0.071429,0.071429,0,3.121,-3.121,0
Ag,POSCAR_B2Mo2_4_x025,9.4228,0.112,17,1.118716,0.357143,-0.2,0.1,1.364,-1.364,0
Ag,POSCAR_B2Mo2_4_x050,9.1558,0.241,17,1.141652,0.285714,-0.3,0.1,1.482,-1.481,0.001
Ag,POSCAR_B2Mo2_4_x950,10.5812,0.16,17,0.769616,-0.071429,-0.4,0.1,0.709,-0.709,0
Ag,POSCAR_B2Mo2_4_x975,10.1857,0.245,17,0.97157,0,0.5,0,0.867,-0.866,0.001
Ag,POSCAR_B2Rh2_3_x025,10.0846,0.004,18,0.064898,-0.428571,-0.357143,0.25,0.039,-0.039,0
Ag,POSCAR_B2Rh2_3_x050,9.6893,0.002,18,0.002316,-0.428571,-0.357143,0.125,0.001,-0.001,0
Ag,POSCAR_B2Rh2_3_x950,11.4842,0.003,18,0.001727,-0.285714,-0.357143,0.125,0.001,-0.001,0
Ag,POSCAR_B2Rh2_3_x975,10.9993,0.01,18,0.047741,0.214286,0.428571,0.25,0.041,-0.041,0
Ag,POSCAR_B2Rh2_3_y025,10.0846,0.004,18,0.064933,-0.357143,-0.428571,0.25,0.039,-0.039,0
Ag,POSCAR_B2Rh2_3_y050,9.6892,0.009,18,0.002415,-0.357143,-0.428571,0.125,0.001,-0.001,0
Ag,POSCAR_B2Rh2_3_y950,11.4843,0.022,18,0.001664,0.357143,0.285714,0.125,0.001,-0.001,0
Ag,POSCAR_B2Rh2_3_y975,10.9993,0.01,18,0.047903,0.428571,0.214286,0.25,0.041,-0.041,0
Ag,POSCAR_B2Rh2_3_z025,10.2029,0.017,18,0.076491,0.5,-0.357143,0.25,0.187,-0.187,0
Ag,POSCAR_B2Rh2_3_z050,9.9226,0.081,18,0.054821,0.5,0.357143,0.25,0.138,-0.139,0
Ag,POSCAR_B2Rh2_3_z975,10.8386,0.036,18,0.033449,-0.357143,-0.214286,0.25,0.046,-0.046,0
Ag,POSCAR_B8Co2_1_x025,8.5807,0.017,21,0.881704,0.357143,0.333333,0.125,1.058,-1.058,0
Ag,POSCAR_B8Co2_1_x050,8.2939,0.028,21,0.962534,0.285714,0.333333,0.25,1.108,-1.108,0
Ag,POSCAR_B8Co2_1_x950,9.5519,0.025,20,1.012796,0,-0.222222,0.25,0.874,-0.874,0
Ag,POSCAR_B8Co2_1_x975,9.2257,0.03,20,1.004073,0,-0.222222,0.25,0.944,-0.944,0
Ag,POSCAR_B8Co2_1_y025,8.5703,0.019,21,0.923562,0.357143,0.333333,0.125,1.094,-1.094,0
Ag,POSCAR_B8Co2_1_y050,8.2497,0.033,22,0.915562,0.5,-0.222222,0.25,1.173,-1.173,0
Ag,POSCAR_B8Co2_1_y950,9.5642,0.021,20,0.894807,0.071429,0.222222,0.25,0.751,-0.751,0
Ag,POSCAR_B8Co2_1_y975,9.2308,0.032,21,0.860125,0.357143,-0.222222,0.125,0.897,-0.897,0
Ag,POSCAR_B8Co2_1_z025,8.6413,0.026,20,0.971693,0.071429,-0.222222,0.25,1.053,-1.053,0
Ag,POSCAR_B8Co2_1_z050,8.4009,0.03,20,1.091584,0,-0.222222,0.25,1.083,-1.083,0
Ag,POSCAR_B8Co2_1_z950,9.3864,0.024,21,0.935362,0.285714,0.333333,0.25,0.82,-0.82,0
Ag,POSCAR_B8Co2_1_z975,9.1231,0.016,21,0.863281,0.285714,0.333333,0.25,0.921,-0.921,0
Ag,POSCAR_B8Fe2_1_x025,7.155,1.232,20,1.106394,0.357143,-0.222222,0.25,2.368,-2.367,0.002
Ag,POSCAR_B8Fe2_1_x050,6.9121,1.471,20,1.110746,0.357143,-0.333333,0.375,2.482,-2.481,0.002
Ag,POSCAR_B8Fe2_1_x950,8.0262,1.838,20,1.21222,0.357143,-0.333333,0.25,2.014,-2.011,0.004
Ag,POSCAR_B8Fe2_1_x975,7.6938,2.548,20,1.066574,0.357143,-0.222222,0.25,2.132,-2.125,0.008
Ag,POSCAR_B8Fe2_1_y025,7.135,1.355,20,1.190714,0.428571,-0.222222,0.25,2.363,-2.362,0.001
Ag,POSCAR_B8Fe2_1_y050,6.9028,1.78,20,1.279622,0.5,-0.222222,0.25,2.487,-2.486,0.002
Ag,POSCAR_B8Fe2_1_y950,8.0484,1.483,20,0.968312,0.357143,-0.222222,0.25,2.018,-2.016,0.003
Ag,POSCAR_B8Fe2_1_y975,7.7062,1.568,20,1.049527,-0.357143,0.222222,0.25,2.135,-2.132,0.004
Ag,POSCAR_B8Fe2_1_z025,7.1894,1.909,20,1.111373,0.285714,0.222222,0.25,2.301,-2.297,0.005
Ag,POSCAR_B8Fe2_1_z050,7.0016,1.553,20,1.141833,0.285714,-0.222222,0.25,2.332,-2.331,0.002
Ag,POSCAR_B8Fe2_1_z950,7.8808,1.574,20,1.07354,0.5,-0.222222,0.125,2.117,-2.116,0.002
Ag,POSCAR_B8Fe2_1_z975,7.6486,1.125,20,1.043657,0.428571,-0.222222,0.125,2.197,-2.196,0
Ag,POSCAR_Bi2Co2_1_x025,8.1595,0.351,24,0.776941,0.4,0.5,0.25,1.818,-1.818,0
Ag,POSCAR_Bi2Co2_1_x050,7.8853,0.583,24,0.714455,0.4,0.5,0.25,1.856,-1.856,-0.001
Ag,POSCAR_Bi2Co2_1_y025,8.1596,0.457,24,0.776398,0.5,-0.4,0.25,1.819,-1.819,0
Ag,POSCAR_Bi2Co2_1_y050,7.885,0.639,24,0.713639,0.5,-0.4,0.25,1.856,-1.857,-0.001
Ag,POSCAR_Bi2Co2_1_y975,8.5531,1.191,23,0.792416,0,-0.3,0.25,1.538,-1.54,-0.002
Ag,POSCAR_Bi2Co2_1_z025,8.0326,0.456,24,0.577585,0,0.4,0.25,1.75,-1.75,0
Ag,POSCAR_Bi2Co2_1_z050,7.7508,0.178,23,0.554729,0.3,0,0.25,1.804,-1.805,-0.001
Ag,POSCAR_Bi2Co2_1_z975,8.5888,1.817,23,0.533839,0.2,-0.2,0.25,1.596,-1.597,-0.001
Ag,POSCAR_Bi2Mn2_1_x025,6.0236,0.785,27,0.534081,-0.222222,0,0.285714,4.458,-4.459,-0.001
Ag,POSCAR_Bi2Mn2_1_x050,5.7636,0.64,28,0.530032,0.222222,0.111111,0.285714,4.476,-4.476,-0.001
Ag,POSCAR_Bi2Mn2_1_x950,6.8102,0.91,28,0.658287,-0.111111,-0.222222,0.285714,4.389,-4.39,-0.002
Ag,POSCAR_Bi2Mn2_1_x975,6.533,0.818,27,0.589468,0,0.222222,0.285714,4.415,-4.416,-0.001
Ag,POSCAR_Bi2Mn2_1_y025,6.0236,0.91,27,0.533855,0,0.222222,0.285714,4.458,-4.459,-0.002
Ag,POSCAR_Bi2Mn2_1_y050,5.7639,0.672,28,0.529687,-0.111111,-0.222222,0.285714,4.476,-4.476,-0.001
Ag,POSCAR_Bi2Mn2_1_y950,6.8099,0.936,28,0.658924,0.222222,0.111111,0.285714,4.389,-4.39,-0.002
Ag,POSCAR_Bi2Mn2_1_y975,6.5335,0.882,27,0.590021,-0.222222,0,0.285714,4.415,-4.416,-0.001
Ag,POSCAR_Bi2Mn2_1_z025,6.0044,0.779,27,0.515439,-0.222222,0,0.285714,4.456,-4.456,-0.001
Ag,POSCAR_Bi2Mn2_1_z050,5.7712,1.291,27,0.493586,-0.222222,0,0.285714,4.474,-4.475,-0.002
Ag,POSCAR_Bi2Mn2_1_z950,6.8566,0.846,28,0.596335,-0.444444,0.444444,0.142857,4.393,-4.394,-0.002
Ag,POSCAR_Bi2Mn2_1_z975,6.5686,0.892,28,0.56597,-0.444444,0.444444,0.142857,4.416,-4.417,-0.002
Ag,POSCAR_Bi2Nb2_2_x025,9.6663,0.507,28,0.358313,0.363636,-0.272727,0.2,0.59,-0.59,0.001
Ag,POSCAR_Bi2Nb2_2_x050,9.3585,0.609,28,0.424535,0.363636,-0.090909,0.2,0.737,-0.736,0.001
Ag,POSCAR_Bi2Nb2_2_x950,10.7674,0.241,28,0.098641,0.181818,0,0.4,0.077,-0.077,-0.001
Ag,POSCAR_Bi2Nb2_2_x975,10.3772,0.295,28,0.182908,0,0.090909,0.2,0.147,-0.149,-0.001
Ag,POSCAR_Bi2Nb2_2_y050,9.3653,1.986,28,0.406798,-0.090909,0.363636,0.2,0.71,-0.718,-0.008
Ag,POSCAR_Bi2Nb2_2_y950,10.7954,0.286,27,0.095601,-0.090909,0,0.2,0.063,-0.063,0.001
Ag,POSCAR_Bi2Nb2_2_y975,10.3807,1.669,27,0.217696,0,0.090909,0.2,0.171,-0.175,-0.004
Ag,POSCAR_Bi2Nb2_2_z950,10.6575,1.401,28,0.189276,0.090909,0.181818,0.4,0.205,-0.208,-0.002
Ag,POSCAR_Bi2V2_1_x025,6.1346,0.988,27,0.475882,0.333333,0,0.285714,2.705,-2.704,0.002
Ag,POSCAR_Bi2V2_1_x050,5.9175,1.357,27,0.506242,0.333333,0,0.285714,2.718,-2.716,0.003
Ag,POSCAR_Bi2V2_1_x950,6.851,0.922,27,0.605668,0,-0.333333,0.285714,2.685,-2.684,0.002
Ag,POSCAR_Bi2V2_1_x975,6.595,1.619,27,0.525496,0,-0.333333,0.285714,2.694,-2.691,0.004
Ag,POSCAR_Bi2V2_1_y025,6.1331,1.331,27,0.479773,0,-0.333333,0.285714,2.705,-2.703,0.003
Ag,POSCAR_Bi2V2_1_y050,5.9173,1.267,27,0.507048,0,-0.333333,0.285714,2.717,-2.716,0.003
Ag,POSCAR_Bi2V2_1_y950,6.8527,1.033,27,0.60076,0.333333,0,0.285714,2.686,-2.685,0.003
Ag,POSCAR_Bi2V2_1_y975,6.5961,1.42,27,0.523657,0.333333,0,0.285714,2.694,-2.692,0.004
Ag,POSCAR_Bi2V2_1_z025,6.0787,1.583,27,0.421368,0,-0.333333,0.285714,2.719,-2.717,0.005
Ag,POSCAR_Bi2V2_1_z050,5.8039,1.133,27,0.4218,0,-0.333333,0.285714,2.738,-2.736,0.004
Ag,POSCAR_Bi2V2_1_z950,6.9652,0.708,28,0.508228,0.222222,0,0.285714,2.654,-2.653,0.002
Ag,POSCAR_Bi2V2_1_z975,6.6648,0.761,28,0.484407,0,-0.222222,0.285714,2.674,-2.673,0.001
Ag,POSCAR_Bi3Fe2_1_x025,5.8873,2.727,27,0.891948,0,0.142857,0.285714,3.347,-3.343,0.004
Ag,POSCAR_Bi3Fe2_1_x050,5.636,1.992,27,0.866459,0,0.142857,0.285714,3.347,-3.346,0.003
Ag,POSCAR_Bi3Fe2_1_x950,6.6551,3.009,30,0.824394,0.4,0,0.428571,3.299,-3.299,-0.004
Ag,POSCAR_Bi3Fe2_1_x975,6.3976,2.812,30,0.82343,0.4,0,0.428571,3.328,-3.326,0.002
Ag,POSCAR_Bi3Mn2_1_x025,6.4332,2.637,36,0.013256,-0.125,-0.375,0.142857,4.497,-4.497,0.001
Ag,POSCAR_Bi3Mn2_1_x050,6.1705,2.59,36,0.012893,-0.125,-0.375,0.142857,4.512,-4.512,0
Ag,POSCAR_Bi3Mn2_1_x950,7.2798,3.018,36,0.01258,0.375,0.125,0.142857,4.437,-4.438,-0.002
Ag,POSCAR_Bi3Mn2_1_x975,6.9827,2.803,36,0.012234,0.375,0.125,0.142857,4.46,-4.461,-0.001
Ag,POSCAR_Bi3Mn2_1_y025,6.4345,2.485,37,0.01241,0,0,0.428571,4.497,-4.497,0.002
Ag,POSCAR_Bi3Mn2_1_y050,6.1713,2.561,36,0.011767,0.375,0.125,0.142857,4.512,-4.512,-0.001
Ag,POSCAR_Bi3Mn2_1_y950,7.2795,3.033,36,0.013761,-0.125,-0.375,0.142857,4.436,-4.438,-0.002
Ag,POSCAR_Bi3Mn2_1_y975,6.982,2.82,36,0.01331,-0.125,-0.375,0.142857,4.46,-4.461,-0.001
Ag,POSCAR_Bi3Mn2_1_z025,6.4294,2.97,35,0.012121,0.375,0.5,0.428571,4.497,-4.498,-0.002
Ag,POSCAR_Bi3Mn2_1_z050,6.1809,3.268,35,0.013488,0.375,0.5,0.428571,4.513,-4.514,-0.003
Ag,POSCAR_Bi3Mn2_1_z950,7.2419,3.215,36,0.014484,-0.125,-0.375,0.142857,4.434,-4.434,-0.001
Ag,POSCAR_Bi3Mn2_1_z975,6.9551,3.272,36,0.013743,-0.125,-0.375,0.142857,4.458,-4.459,-0.001
Ag,POSCAR_Bi4Cr2_1_x025,6.3751,0.202,40,0.337625,0.083333,0.142857,0.333333,4.018,-4.018,0
Ag,POSCAR_Bi4Cr2_1_x050,6.1134,0.277,40,0.347104,0.083333,0.142857,0.333333,4.027,-4.027,-0.001
Ag,POSCAR_Bi4Cr2_1_x950,7.3628,0.294,43,0.448353,0.333333,-0.285714,0.166667,4.007,-4.007,0
Ag,POSCAR_Bi4Cr2_1_x975,7.0089,0.367,40,0.385774,0.166667,0.142857,0.333333,4.012,-4.012,-0.001
Ag,POSCAR_Bi4Cr2_1_y025,6.4381,0.278,43,0.377488,-0.333333,0.285714,0.166667,4.039,-4.039,0
Ag,POSCAR_Bi4Cr2_1_y050,6.1935,0.47,43,0.431534,-0.333333,0.285714,0.333333,4.063,-4.063,-0.001
Ag,POSCAR_Bi4Cr2_1_y950,7.2219,0.181,42,0.410331,-0.333333,0.428571,0.333333,3.965,-3.965,0
Ag,POSCAR_Bi4Cr2_1_y975,6.9313,0.244,42,0.373394,-0.333333,0.428571,0.333333,3.99,-3.99,0
Ag,POSCAR_Bi4Cr2_1_z025,6.4202,1.296,40,0.382227,0.166667,0.142857,0.333333,4.037,-4.038,-0.001
Ag,POSCAR_Bi4Cr2_1_z050,6.1667,0.452,40,0.39148,0.166667,0.142857,0.333333,4.056,-4.057,-0.001
Ag,POSCAR_Bi4Cr2_1_z950,7.2726,0.285,43,0.434399,-0.333333,0.285714,0.333333,3.965,-3.965,0
Ag,POSCAR_Bi4Cr2_1_z975,6.9581,0.266,43,0.379068,-0.333333,0.142857,0.166667,3.991,-3.991,0
Ag,POSCAR_Bi4Fe2_1_x025,6.2888,1.027,36,0.808639,0,0.142857,0.333333,3.249,-3.249,-0.001
Ag,POSCAR_Bi4Fe2_1_x050,6.025,0.92,36,0.762203,0,0.142857,0.333333,3.265,-3.264,0.001
Ag,POSCAR_Bi4Fe2_1_x975,6.847,1.54,36,0.866302,-0.083333,0.142857,0.333333,3.216,-3.213,0.007
Ag,POSCAR_Bi4Fe2_1_y950,7.1549,0.793,36,1.013633,0,0.142857,0.333333,3.198,-3.197,0.001
Ag,POSCAR_Bi4Fe2_1_y975,6.8342,0.873,36,0.932403,0,0.142857,0.333333,3.215,-3.215,0
Ag,POSCAR_Bi4Fe2_1_z025,6.2766,1.222,36,0.78712,-0.083333,0.142857,0.333333,3.244,-3.243,0
Ag,POSCAR_Bi4Fe2_1_z050,6.0206,1.448,39,0.703457,0.333333,0.142857,0.166667,3.249,-3.25,-0.003
Ag,POSCAR_Bi4Fe2_1_z950,7.1423,0.927,36,0.784679,0,0.142857,0.333333,3.201,-3.2,0
Ag,POSCAR_Bi4Fe2_1_z975,6.8428,1.005,36,0.826068,0,0.142857,0.333333,3.22,-3.22,0.001
Ag,POSCAR_Bi4V2_1_x050,7.4773,2.768,44,0.015351,0.285714,0.285714,0.285714,2.66,-2.664,-0.006
Ag,POSCAR_Bi4V2_1_x950,8.7223,2.714,43,0.022759,-0.428571,0.285714,0,2.63,-2.628,0.002
Ag,POSCAR_Bi4V2_1_y025,7.7708,1.958,40,0.014574,0.285714,0.428571,0.142857,2.649,-2.648,0
Ag,POSCAR_Bi4V2_1_y950,8.7322,2.512,43,0.017151,-0.285714,0.428571,0,2.63,-2.634,-0.006
Ag,POSCAR_Bi4V2_1_z025,7.7628,0.604,41,0.013703,0.285714,0.428571,0.142857,2.742,-2.742,0
Ag,POSCAR_Bi4V2_1_z050,7.4359,0.564,40,0.011354,-0.285714,-0.142857,0.428571,2.766,-2.765,0.001
Ag,POSCAR_Bi4V2_1_z975,8.3482,1.418,42,0.015103,0,0.428571,0.285714,2.646,-2.647,-0.002
Ag,POSCAR_Bi4V2_2_x025,6.1011,0.129,38,0.456287,-0.083333,-0.285714,0.166667,2.761,-2.761,0
Ag,POSCAR_Bi4V2_2_x050,5.8608,0.13,38,0.432845,-0.083333,-0.285714,0.166667,2.764,-2.764,0
Ag,POSCAR_Bi4V2_2_x950,7.0105,0.132,37,0.400616,0,-0.285714,0.166667,2.759,-2.76,0
Ag,POSCAR_Bi4V2_2_x975,6.6741,0.142,37,0.3117,0,0.285714,0.166667,2.759,-2.759,0
Ag,POSCAR_Bi4V2_2_y025,6.1684,0.134,38,0.350934,0.083333,0.285714,0.166667,2.777,-2.777,0
Ag,POSCAR_Bi4V2_2_y050,5.9355,0.13,38,0.307977,0.083333,0.285714,0.166667,2.795,-2.796,0
Ag,POSCAR_Bi4V2_2_y950,6.9011,0.139,43,0.303685,0.25,0.142857,0.333333,2.722,-2.722,0
Ag,POSCAR_Bi4V2_2_y975,6.6323,0.134,38,0.334222,0.083333,-0.285714,0.166667,2.741,-2.741,0
Ag,POSCAR_Bi4V2_2_z025,6.119,0.152,38,0.359195,0.083333,-0.285714,0.166667,2.773,-2.773,0
Ag,POSCAR_Bi4V2_2_z050,5.8787,0.15,38,0.34759,-0.083333,-0.285714,0.166667,2.785,-2.785,0
Ag,POSCAR_Bi4V2_2_z950,6.9472,0.14,44,0.343673,-0.333333,-0.285714,0.166667,2.726,-2.726,0
Ag,POSCAR_Bi4V2_2_z975,6.6582,0.148,40,0.34966,0.166667,-0.285714,0.333333,2.744,-2.744,0
Ag,POSCAR_Bi6Cr2_1_x025,6.0948,17.176,56,0.532447,0.333333,0.142857,0.333333,4.154,-4.151,0
Ag,POSCAR_Bi6Cr2_1_x975,6.6675,8.428,56,0.66508,0.333333,0.142857,0,4.122,-4.122,-0.002
Ag,POSCAR_Bi6Cr2_1_y025,6.0924,10.532,56,0.56278,0.333333,0.142857,0,4.146,-4.144,-0.009
Ag,POSCAR_Bi6Cr2_1_y950,6.9789,22.231,55,0.574602,0.5,0,0,4.126,-4.122,-0.007
Ag,POSCAR_Bi6Cr2_1_z050,5.8459,8.734,56,0.588757,0.333333,0.142857,0,4.158,-4.16,-0.004
Ag,POSCAR_Bi6Cr2_1_z975,6.6458,14.72,56,0.573314,-0.333333,0.142857,0.333333,4.127,-4.126,-0.009
Ag,POSCAR_Bi6Cr2_3_x025,5.9904,1.348,52,0.013331,-0.142857,-0.285714,0.166667,4.155,-4.156,-0.002
Ag,POSCAR_Bi6Cr2_3_x050,5.7337,1.244,52,0.013885,-0.142857,-0.285714,0.166667,4.163,-4.163,-0.003
Ag,POSCAR_Bi6Cr2_3_x950,6.8441,1.639,58,0.016277,0,0.428571,0.333333,4.123,-4.123,0.002
Ag,POSCAR_Bi6Cr2_3_x975,6.5441,2.156,58,0.014418,0,0.428571,0.333333,4.137,-4.137,0.007
Ag,POSCAR_Bi6Cr2_3_y025,5.9916,1.738,52,0.014562,0.285714,0.142857,0.166667,4.156,-4.155,0.002
Ag,POSCAR_Bi6Cr2_3_y050,5.7372,1.808,52,0.01553,0.285714,0.142857,0.166667,4.163,-4.163,0.002
Ag,POSCAR_Bi6Cr2_3_y950,6.8427,1.168,58,0.014142,-0.428571,0,0.333333,4.123,-4.123,-0.001
Ag,POSCAR_Bi6Cr2_3_y975,6.5439,1.481,58,0.01332,-0.428571,0,0.333333,4.137,-4.137,-0.005
Ag,POSCAR_Bi6Cr2_3_z025,5.9851,1.348,58,0.01368,-0.428571,0,0.333333,4.16,-4.16,0
Ag,POSCAR_Bi6Cr2_3_z050,5.7345,1.16,54,0.012119,-0.285714,-0.142857,0.333333,4.172,-4.172,0
Ag,POSCAR_Bi6Cr2_3_z950,6.8634,1.074,52,0.014829,0.285714,0.142857,0.166667,4.117,-4.117,-0.001
Ag,POSCAR_Bi6Cr2_3_z975,6.5457,1.027,52,0.013222,0.285714,0.142857,0.166667,4.133,-4.133,0
Ag,POSCAR_Bi6Cr2_4_x050,5.5446,12.552,55,0.263734,0.222222,-0.333333,0.25,4.153,-4.154,0.007
Ag,POSCAR_Bi6Cr2_4_x950,6.6281,8.123,55,0.251875,0.333333,-0.222222,0.25,4.115,-4.117,-0.003
Ag,POSCAR_Bi6Cr2_4_y025,5.7964,9.126,55,0.272601,0.333333,-0.222222,0.25,4.144,-4.147,-0.006
Ag,POSCAR_Bi6Cr2_4_y050,5.544,12.049,55,0.286111,0.333333,-0.222222,0.25,4.152,-4.155,-0.008
Ag,POSCAR_Bi6Cr2_4_y975,6.346,9.961,55,0.228663,0.333333,-0.222222,0.25,4.126,-4.128,-0.004
Ag,POSCAR_Bi6Cr2_4_z050,5.5192,7.466,55,0.218993,0.333333,-0.222222,0.25,4.161,-4.164,-0.009
Ag,POSCAR_Bi6Cr2_4_z950,6.6331,9.145,55,0.282383,0.333333,-0.222222,0.25,4.106,-4.107,0.004
Ag,POSCAR_Bi6Cr2_4_z975,6.3472,8.259,55,0.268985,0.333333,-0.222222,0.25,4.119,-4.123,-0.008
Ag,POSCAR_Bi6Fe2_1_x025,5.6522,1.241,52,0.010119,-0.25,0.4,0,3.121,-3.119,0.002
Ag,POSCAR_Bi6Fe2_1_x050,5.4242,1.006,52,0.009714,-0.25,0.4,0,3.142,-3.14,0.002
Ag,POSCAR_Bi6Fe2_1_x950,6.4887,1.539,49,0.012806,-0.25,0,0.4,3.034,-3.031,0.006
Ag,POSCAR_Bi6Fe2_1_x975,6.1935,1.302,50,0.012079,-0.083333,0.2,0.2,3.061,-3.06,0.001
Ag,POSCAR_Bi6Fe2_1_y025,5.6532,1.188,52,0.010575,-0.25,0.4,0,3.105,-3.104,0.002
Ag,POSCAR_Bi6Fe2_1_y050,5.4034,1.163,52,0.010339,-0.25,0.4,0,3.118,-3.117,0.001
Ag,POSCAR_Bi6Fe2_1_y950,6.4945,1.777,49,0.011384,0.166667,0,0.4,3.057,-3.056,0
Ag,POSCAR_Bi6Fe2_1_y975,6.2003,1.575,50,0.010868,-0.083333,0.2,0.2,3.075,-3.074,0
Ag,POSCAR_Bi6Fe2_1_z025,5.6537,1.497,52,0.010384,0.25,0,0.4,3.105,-3.105,-0.001
Ag,POSCAR_Bi6Fe2_1_z050,5.4059,1.448,52,0.0105,-0.25,0.4,0,3.12,-3.118,0.003
Ag,POSCAR_Bi6Fe2_1_z950,6.4775,1.231,47,0.009776,0.166667,0,0.2,3.057,-3.056,0.001
Ag,POSCAR_Bi6Fe2_1_z975,6.1961,1.296,49,0.011358,-0.083333,0.2,0.4,3.076,-3.074,0.002
Ag,POSCAR_Bi6Fe2_2_x050,6.2194,5.267,53,0.457675,-0.166667,0.5,0.428571,3.188,-3.188,-0.004
Ag,POSCAR_Bi6Fe2_2_x950,7.3342,8.424,53,0.430549,0.5,-0.166667,0.428571,3.124,-3.121,0
Ag,POSCAR_Bi6Fe2_2_x975,7.0523,4.554,53,0.41019,0.5,-0.166667,0.428571,3.142,-3.143,-0.008
Ag,POSCAR_Bi6Fe2_2_y050,6.2204,5.385,53,0.457061,0.5,-0.166667,0.428571,3.188,-3.188,0.004
Ag,POSCAR_Bi6Fe2_2_y950,7.3338,8.489,53,0.431323,-0.166667,0.5,0.428571,3.121,-3.124,-0.001
Ag,POSCAR_Bi6Fe2_2_y975,7.0513,4.469,53,0.411182,-0.166667,0.5,0.428571,3.143,-3.142,0.007
Ag,POSCAR_Bi6Fe2_2_z025,6.4812,0.369,49,0.390808,0.166667,-0.166667,0.285714,3.171,-3.17,0.001
Ag,POSCAR_Bi6Fe2_2_z050,6.1996,0.437,49,0.363301,0.166667,-0.166667,0.285714,3.179,-3.179,0
Ag,POSCAR_Bi6Fe2_2_z950,7.3527,0.638,53,0.465296,0.5,-0.166667,0.428571,3.135,-3.135,-0.002
Ag,POSCAR_Bi6Fe2_2_z975,7.0565,0.566,49,0.471911,-0.333333,-0.166667,0.142857,3.145,-3.145,0.002
Ag,POSCAR_Bi8Co2_1_y025,6.7984,1.989,68,0.399409,0.5,0,0.166667,1.428,-1.429,0.002
Ag,POSCAR_Bi8Co2_1_y050,6.5274,2.196,68,0.368957,0.5,0,0.166667,1.492,-1.493,0.004
Ag,POSCAR_Bi8Co2_1_y950,7.6412,2.794,68,0.461879,0.333333,0,0,1.126,-1.125,0.009
Ag,POSCAR_Bi8Cr2_1_x025,6.3661,0.314,71,0.216946,0.5,-0.166667,0.166667,4.108,-4.108,0.001
Ag,POSCAR_Bi8Cr2_1_x050,6.0959,0.327,71,0.244438,-0.166667,0.333333,0.333333,4.121,-4.122,0
Ag,POSCAR_Bi8Cr2_1_x950,7.242,0.604,71,0.267878,0,-0.166667,0.333333,4.064,-4.065,-0.003
Ag,POSCAR_Bi8Cr2_1_x975,6.9411,0.417,71,0.227455,-0.166667,-0.333333,0.166667,4.08,-4.08,-0.001
Ag,POSCAR_Bi8Cr2_1_y025,6.3664,0.419,71,0.216027,0.333333,0.5,0.166667,4.108,-4.108,-0.001
Ag,POSCAR_Bi8Cr2_1_y050,6.0955,0.455,71,0.24404,0,-0.166667,0.333333,4.121,-4.122,-0.001
Ag,POSCAR_Bi8Cr2_1_y950,7.2421,0.5,71,0.26792,-0.166667,0,0.333333,4.065,-4.065,-0.002
Ag,POSCAR_Bi8Cr2_1_y975,6.9407,0.421,71,0.2292,-0.333333,-0.166667,0.166667,4.08,-4.08,-0.001
Ag,POSCAR_Bi8Cr2_1_z025,6.3745,0.454,71,0.220196,-0.333333,-0.166667,0.166667,4.107,-4.108,0
